compartment	filename	level	annotators	publisher	publication_date	author	title	trump_count	clinton_count	credit	wire
train	nyt_2016-06-26_the-battle-of-the-billionaire-li	11	5fec	nyt	2016-06-26	By ROBERT FRANK. ROBERT FRANK is CNBC wealth editor and the author of ''Richistan.''	The Battle of the Billionaire Lists	4	0	None	None
train	nyt_2016-06-27_britain-s-exit-looms-over-clinto	11	d473	nyt	2016-06-27	PATRICK HEALY	Britain's exit looms over Clinton's path; Messages of stability echo those put forth by defeated 'Remain' side	9	16	None	None
train	nyt_2016-06-28_clinton-and-warren-team-up-on-tr	18	d473	nyt	2016-06-28	AMY CHOZICK	Clinton and Warren team up on Trump	13	17	None	None
train	nyt_2016-06-29_the-perfect-term-for-conservativ	4	6b86	nyt	2016-06-29	ADAM LIPTAK	The perfect term for conservatives? Not so fast; Supreme Court's rulings tack to the left at a rate not seen since the '60s	0	1	None	None
train	nyt_2016-07-05_a-rush-for-books-on-trump	8	4b22	nyt	2016-07-05	By ALEXANDRA ALTER. Follow Alexandra Alter on Twitter @xanalter.	A Rush for Books on Trump	43	1	None	None
train	nyt_2016-07-07_in-criticizing-clinton-hints-tha	8	ef2d	nyt	2016-07-07	DAVID E. SANGER	In criticizing Clinton, hints that email may have been hacked	0	3	None	None
train	nyt_2016-07-11_from-failed-hopefuls-bold-ideas-	11	4e07	nyt	2016-07-11	RON LIEBER	From failed hopefuls, bold ideas worth another look; Your Money	1	3	None	None
train	nyt_2016-07-15_latest-poll-has-trump-pulling-ev	18	d473	nyt	2016-07-15	AMY CHOZICK and DALIA SUSSMAN	Latest poll has Trump pulling even with Clinton; Email inquiry bruises Democratic candidate's efforts to dispel mistrust	12	22	None	None
train	nyt_2016-07-21_amid-discord-trump-claims-nomina	11	6b86	nyt	2016-07-21	ALEXANDER BURNS and JONATHAN MARTIN	Amid discord, Trump claims nomination; Hundreds cast their votes for other candidates as questions nag campaign	27	5	None	None
train	nyt_2016-07-25_political-future-unsure-at-fox-a	14	d473	nyt	2016-07-25	NICK CORASANITI	Political future unsure at Fox, after Ailes exit; Network has offered path for conservatives to raise issues and set agendas	7	0	None	None
train	nyt_2016-07-26_the-one-thing-both-sides-want-br	4	4b22	nyt	2016-07-26	By ANDREW ROSS SORKIN	The One Thing Both Sides Want: Break Up Banks	8	5	None	None
train	nyt_2016-07-27_fed-governor-adopting-a-global-l	4	d473	nyt	2016-07-27	BINYAMIN APPELBAUM	Fed governor, adopting a global lens, champions low rates; Taking other countries into account is a new concept at central bank	0	2	None	None
train	nyt_2016-07-29_obama-lays-out-stakes-for-a-divi	1	4e07	nyt	2016-07-29	JULIE HIRSCHFELD DAVIS and MICHAEL D. SHEAR	Obama lays out stakes for a divided nation; At convention, he revisits his promises and rallies Democrats for Clinton	8	12	None	None
train	nyt_2016-07-30_oil-prices-keep-market-gains-in-	1	4b22	nyt	2016-07-30	By THE ASSOCIATED PRESS	Oil Prices Keep Market Gains in Check	1	0	None	None
train	nyt_2016-07-31_sisterhood-of-the-skateboard	8	d473	nyt	2016-07-31	By NOAH REMNICK. fitcity@nytimes.com	Sisterhood of the Skateboard	0	1	None	None
train	nyt_2016-08-01_pressure-rises-on-trump-after-cr	8	4e07	nyt	2016-08-01	MAGGIE HABERMAN and RICHARD A. OPPEL JR.	Pressure rises on Trump after criticism of soldier's parents	55	4	None	None
train	nyt_2016-08-01_with-ailes-out-and-murdoch-in-wh	14	5fec	nyt	2016-08-01	By JIM RUTENBERG	With Ailes Out, and Murdoch In, What's Next at Fox News?	1	3	None	None
train	nyt_2016-08-02_how-an-aide-to-trump-held-sway-i	18	5fec	nyt	2016-08-02	STEVEN LEE MYERS and ANDREW E. KRAMER	How an aide to Trump held sway in Ukraine; Manafort's advisory work and business links with tycoons draw scrutiny	11	0	None	None
train	nyt_2016-08-11_new-emails-raise-queries-over-cl	15	4b22|4e07|5fec|6b86|d473|ef2d	nyt	2016-08-11	ERIC LICHTBLAU	New emails raise queries over Clinton charity's ties; Messages seem to show overlapping interests with State Department	0	2	None	None
train	nyt_2016-08-17_biden-calls-trump-risk-to-u-s-sa	4	5fec	nyt	2016-08-17	MATT FLEGENHEIMER	Biden calls Trump risk to U.S. safety; With characteristic zeal, vice president talks tough in first rally with Clinton	9	12	None	None
train	nyt_2016-08-18_trump-hires-conservative-website	1	ef2d	nyt	2016-08-18	ASHLEY PARKER and MAGGIE HABERMAN	Trump hires conservative website official as campaign's chief executive	17	4	None	None
train	nyt_2016-08-22_foundation-and-donors-complicate	8	ef2d	nyt	2016-08-22	AMY CHOZICK and STEVE EDER	Foundation and donors complicate Clinton's bid; Critics charge that she skewed foreign policy in term as secretary of state	4	49	None	None
train	nyt_2016-08-22_pundit-turns-adviser-in-the-serv	18	4e07	nyt	2016-08-22	By JIM RUTENBERG	Pundit Turns Adviser in the Service of Trump	23	7	None	None
train	nyt_2016-08-26_u-s-nominates-jim-yong-kim-for-n	11	4b22	nyt	2016-08-26	By JACKIE CALMES. Follow Jackie Calmes on Twitter @calmesnyt.	U.S. Nominates Jim Yong Kim for 2nd Term at World Bank	1	3	None	None
train	nyt_2016-08-31_the-human-face-of-coal-power	18	6b86	nyt	2016-08-31	By EDUARDO PORTER. Email: eporter@nytimes.com,Twitter: @portereduardo	The Human Face of Coal Power	0	1	None	None
train	nyt_2016-09-03_as-trump-demands-wall-smugglers-	8	6b86	nyt	2016-09-03	RON NIXON	As Trump demands wall, smugglers build tunnels	3	0	None	None
train	nyt_2016-09-03_professor-nega-s-war-why-an-ethi	14	4e07	nyt	2016-09-03	JOSHUA HAMMER	Professor Nega's war; Why an Ethiopian exile left the U.S. to take on an oppressive regime	2	0	None	None
train	nyt_2016-09-06_u-s-presses-for-truce-in-syria-d	1	d473	nyt	2016-09-06	MARK LANDLER and MARK MAZZETTI	U.S. presses for truce in Syria despite policy snags; Obama and Putin fail to find common ground during meeting in China	3	8	None	None
train	nyt_2016-09-07_phyllis-schlafly-conservative-ba	11	ef2d	nyt	2016-09-07	DOUGLAS MARTIN	Phyllis Schlafly, conservative bane of feminists, dies at 92; Obituary	1	0	None	None
train	nyt_2016-09-07_ugly-election-enters-a-final-sur	4	ef2d	nyt	2016-09-07	DECLAN WALSH	Ugly election enters a final, surreal stretch; Abroad in America	16	6	None	None
train	politico_2015-11-09_sanders-endorsements-prove-clint	1	4e07	politico	2015-11-09	Nick Gass	Sanders: Endorsements prove Clinton 'candidate of the establishment'	0	5	None	None
train	politico_2015-11-11_clinton-blasts-trump-over-deport	8	4b22	politico	2015-11-11	Nick Gass	Clinton blasts Trump over 'deportation force' idea	7	3	None	None
train	politico_2015-11-12_cruz-and-trump-tied-in-texas-pol	15	4e07	politico	2015-11-12		Cruz and Trump tied in Texas poll	3	2	None	None
train	politico_2015-11-13_casino-revenue-up-slightly-this-	22	4b22	politico	2015-11-13	Ryan Hutchins	Casino revenue up slightly this year, helped by internet betting	3	0	None	None
train	politico_2015-11-19_trump-calls-for-bringing-back-su	12	ef2d	politico	2015-11-19	Nick Gass	Trump calls for bringing back surveillance of Muslim communities	11	0	None	None
train	politico_2015-11-20_de-blasio-trust-bratton-on-secur	1	6b86	politico	2015-11-20	Azi Paybarah	De Blasio: Trust Bratton on security, not 'blowhard' Trump	5	0	None	None
train	politico_2015-11-24_clinton-s-iowa-dilemma	5	4b22	politico	2015-11-24	Alex Guillén	Clinton’s Iowa dilemma	1	14	None	None
train	politico_2015-11-29_hillary-clinton-s-pothole-politi	19	ef2d	politico	2015-11-29	Annie Karni	Hillary Clinton's pothole politics	0	17	None	None
train	politico_2015-11-30_congress-set-to-dump-no-child-le	8	d473	politico	2015-11-30	Maggie Severns	Congress set to dump No Child Left Behind	0	1	None	None
train	politico_2015-12-01_could-an-accident-by-janet-yelle	12	5fec	politico	2015-12-01	Ben White	Could an 'accident' by Janet Yellen derail Clinton?	2	7	None	None
train	politico_2015-12-03_trump-carson-flop-with-jewish-re	5	d473	politico	2015-12-03	Ben Schreckinger	Trump, Carson flop with Jewish Republicans	15	1	None	None
train	politico_2015-12-06_clinton-time-for-intensification	15	d473	politico	2015-12-06	Jeremy Herb	Clinton: Time for ‘intensification’ of ISIL strategy	0	1	None	None
train	politico_2015-12-09_the-presidential-candidates-favo	8	4e07	politico	2015-12-09	Nolan D. McCaskill	The presidential candidates' favorite TV shows sound about right	4	3	None	None
train	politico_2015-12-11_politico-new-york-s-culture-busi	12	4b22	politico	2015-12-11		POLITICO New York's Culture-Business Report: The difficulty of dumping Trump	18	0	None	None
train	politico_2015-12-15_carson-huckabee-fiorina-earned-s	1	d473	politico	2015-12-15	Kyle Cheney	Carson, Huckabee, Fiorina earned speaking fees during campaign	1	1	None	None
train	politico_2015-12-23_ben-carson-hints-at-major-campai	15	d473	politico	2015-12-23	Kyle Cheney	Ben Carson hints at major campaign shakeup, then takes it back	1	0	None	None
train	politico_2015-12-24_gop-big-money-group-whacks-clint	12	d473	politico	2015-12-24	Gabriel Debenedetti	GOP big-money group whacks Clinton in Christmas ad	0	8	None	None
train	politico_2015-12-26_british-diplomat-praises-obama-s	19	5fec	politico	2015-12-26	Kristen East	British diplomat praises Obama's presidency	1	1	None	None
train	politico_2015-12-28_are-democrats-crippling-obamacar	15	4e07	politico	2015-12-28	Sarah Wheaton	Are Democrats crippling Obamacare?	0	1	None	None
train	politico_2015-12-28_carly-fiorina-bill-clinton-s-fai	1	5fec	politico	2015-12-28	Nick Gass	Carly Fiorina: 'Bill Clinton's fair game'	6	6	None	None
train	politico_2015-12-31_more-than-clinton-emails-now-dee	5	5fec	politico	2015-12-31	Rachael Bade	More than 1,200 Clinton emails now deemed classified	0	2	None	None
train	politico_2016-01-05_republicans-blast-obama-after-no	8	6b86	politico	2016-01-05	Nick Gass	Republicans blast Obama after North Korea claims nuclear test	1	3	None	None
train	politico_2016-01-05_trump-quietly-builds-a-data-jugg	5	4e07	politico	2016-01-05	Kenneth P. Vogel	Trump quietly builds a data juggernaut	27	0	None	None
train	politico_2016-01-07_seiu-chief-says-trump-can-win	19	4b22	politico	2016-01-07		SEIU chief says Trump can win	7	0	None	None
train	politico_2016-01-14_clinton-says-she-won-t-rule-out-	8	4b22	politico	2016-01-14	Nick Gass	Clinton says she won't rule out a female running mate	0	12	None	None
train	politico_2016-01-14_wsj-editorial-deport-nikki-haley	1	ef2d	politico	2016-01-14	Nolan D. McCaskill	WSJ editorial: 'Deport Nikki Haley'	2	0	None	None
train	politico_2016-01-19_clinton-super-pac-answers-rove-a	15	5fec	politico	2016-01-19	Annie Karni	Clinton super PAC answers Rove ad	0	11	None	None
train	politico_2016-01-27_the-steep-cost-of-cruz-s-county-	5	6b86	politico	2016-01-27	Shane Goldmacher	The steep cost of Cruz's 99-county Iowa strategy	1	0	None	None
train	politico_2016-01-28_saudi-prince-mocks-trump-on-twit	15	4b22	politico	2016-01-28	Nick Gass	Saudi prince mocks Trump on Twitter	7	0	None	None
train	politico_2016-01-28_super-pac-blasts-trump-for-skipp	12	4e07	politico	2016-01-28		Super PAC blasts Trump for skipping debate	16	0	None	None
train	politico_2016-01-29_clinton-camp-plans-to-roll-out-w	1	4b22	politico	2016-01-29	Annie Karni	Clinton camp plans to roll out Washington Post's anti-Sanders editorial	0	6	None	None
train	politico_2016-01-29_record-setting-spending-spree-re	8	ef2d	politico	2016-01-29	Kenneth P. Vogel	Record-setting 2016 spending spree reaches beyond ads	6	5	None	None
train	politico_2016-01-31_clinton-rolls-out-special-charac	5	ef2d	politico	2016-01-31	Annie Karni	Clinton rolls out special character witness	1	16	None	None
train	politico_2016-02-04_insiders-trump-will-rebound-in-n	19	4e07	politico	2016-02-04	Steven Shepard	Insiders: Trump will rebound in New Hampshire	9	17	None	None
train	politico_2016-02-05_carson-cruz-taking-benghazi-appr	12	4b22	politico	2016-02-05	Nick Gass	Carson: Cruz taking 'Benghazi' approach to Iowa controversy	0	2	None	None
train	politico_2016-02-05_obama-slams-gop-s-doom-and-despa	19	6b86	politico	2016-02-05	Nick Gass	Obama slams GOP’s ‘doom and despair’ on economy	2	0	None	None
train	politico_2016-02-09_sanders-campaign-buys-ad-time-fo	8	ef2d	politico	2016-02-09	Gabriel Debenedetti	Sanders campaign buys ad time for 4 Super Tuesday states	0	2	None	None
train	politico_2016-02-09_trump-we-are-going-to-win-so-muc	19	ef2d	politico	2016-02-09	Theodoric Meyer	Trump: 'We are going to win so much'	11	2	None	None
train	politico_2016-02-10_top-clinton-adviser-sent-top-sec	19	6b86	politico	2016-02-10	Rachael Bade	Top Clinton adviser sent 'top secret' messages to her private account	0	5	None	None
train	politico_2016-02-11_things-to-watch-in-tonight-s-deb	5	4b22	politico	2016-02-11	Gabriel Debenedetti	5 things to watch in tonight's debate	0	24	None	None
train	politico_2016-02-17_bush-rubio-collide-in-scramble-f	15	ef2d	politico	2016-02-17	Shane Goldmacher	Bush, Rubio collide in scramble for Florida's early voters	5	1	None	None
train	politico_2016-02-19_more-hillary-clinton-emails-rele	15	6b86	politico	2016-02-19	Josh Gerstein	More Hillary Clinton emails released on eve of Nevada caucuses	0	27	None	None
train	politico_2016-02-19_q-a-with-vice-president-joe-bide	8	5fec	politico	2016-02-19	Michael Grunwald	Q&A with Vice President Joe Biden	4	0	None	None
train	politico_2016-02-19_rep-welch-to-back-sanders-for-pr	2	4b22	politico	2016-02-19	Daniel Strauss	Rep. Welch to back Sanders for president	0	2	None	None
train	politico_2016-02-23_obama-s-gitmo-plan-leaves-everyo	12	d473	politico	2016-02-23	Sarah Wheaton	Obama's Gitmo plan leaves everyone unhappy	0	2	None	None
train	politico_2016-02-29_democrats-draw-plan-to-shatter-t	2	4b22|4e07|5fec|6b86|d473|ef2d	politico	2016-02-29	Kyle Cheney	Democrats draw plan to shatter the GOP	8	2	None	None
train	politico_2016-03-01_trump-my-immigration-plans-aren-	5	5fec	politico	2016-03-01	Hanna Trudo	Trump: My immigration plans aren't set in stone	9	0	None	None
train	politico_2016-03-07_how-donald-trump-scrambles-the-g	12	ef2d	politico	2016-03-07	Steven Shepard	How Donald Trump scrambles the general election map	23	10	None	None
train	politico_2016-03-10_hillary-clinton-s-backseat-drive	8	d473	politico	2016-03-10	Annie Karni	Hillary Clinton's backseat driver	0	30	None	None
train	politico_2016-03-10_trump-s-rivals-pull-their-punche	19	5fec	politico	2016-03-10	Eli Stokols	Trump's rivals pull their punches	29	0	None	None
train	politico_2016-03-12_super-pac-ad-hits-trump-on-escal	8	4e07	politico	2016-03-12	Eli Stokols	Super PAC ad hits Trump on escalating violence	7	0	None	None
train	politico_2016-03-23_reid-never-ever-ever-underestima	2	4e07	politico	2016-03-23	Burgess Everett	Reid: 'Never, ever, ever underestimate Trump'	9	1	None	None
train	politico_2016-03-23_sanders-scrambles-to-keep-pace-w	12	5fec	politico	2016-03-23	Gabriel Debenedetti	Sanders scrambles to keep pace with Clinton	2	19	None	None
train	politico_2016-03-24_polls-suggest-kasich-has-best-ch	5	d473	politico	2016-03-24	Nick Gass	Polls suggest Kasich has best chance of beating Clinton	4	10	None	None
train	politico_2016-04-03_cruz-tops-trump-in-north-dakota-	5	4e07	politico	2016-04-03	Shane Goldmacher	Cruz tops Trump in North Dakota delegate race	16	0	None	None
train	politico_2016-04-04_anti-trump-super-pac-does-wiscon	15	ef2d	politico	2016-04-04	Alex Isenstadt	Anti-Trump super PAC does Wisconsin robocall	8	0	None	None
train	politico_2016-04-05_bill-clinton-hillary-thinks-feds	19	d473	politico	2016-04-05	Kimberly Hefling	Bill Clinton: Hillary thinks feds require too many tests at school	0	2	None	None
train	politico_2016-04-05_ted-cruz-wins-wisconsin-republic	12	6b86	politico	2016-04-05	Nick Gass	Ted Cruz wins Wisconsin Republican primary	4	0	None	None
train	politico_2016-04-06_hillary-clinton-s-union-problem	2	d473	politico	2016-04-06	Maggie Severns	Hillary Clinton's union problem	1	27	None	None
train	politico_2016-04-06_poll-trump-and-clinton-hold-narr	15	d473	politico	2016-04-06	Nick Gass	Poll: Trump and Clinton hold narrow leads in Pennsylvania	6	6	None	None
train	politico_2016-04-08_families-of-mass-shooting-victim	2	5fec	politico	2016-04-08	Hanna Trudo	Families of mass shooting victims sound off on Sanders	0	4	None	None
train	politico_2016-04-09_trump-s-getting-trounced-in-indi	2	ef2d	politico	2016-04-09	Kyle Cheney	Trump’s getting trounced in Indiana	42	0	None	None
train	politico_2016-04-10_snl-has-fun-with-clinton-s-strug	15	4e07	politico	2016-04-10	Kristen East	'SNL' has fun with Clinton's struggles	0	7	None	None
train	politico_2016-04-11_clinton-and-sanders-trade-low-bl	8	5fec	politico	2016-04-11	Nick Gass	Clinton and Sanders trade low blows	0	32	None	None
train	politico_2016-04-13_standing-with-activists-mark-viv	12	6b86	politico	2016-04-13	Gloria Pazmino	Standing with activists, Mark-Viverito pillories Sanders’ immigration record	0	10	None	None
train	politico_2016-04-17_rnc-rules-clash-erupts	12	4e07	politico	2016-04-17	Alex Isenstadt	RNC rules clash erupts	4	0	None	None
train	politico_2016-04-18_outside-gop-group-goes-in-big-fo	5	4e07	politico	2016-04-18	Jake Sherman	Outside GOP group goes in big for Shuster	1	0	None	None
train	politico_2016-04-20_dnc-chair-dismisses-sanders-accu	5	ef2d	politico	2016-04-20	Brianna Ehley	DNC chair dismisses Sanders' accusations against Clinton's fundraising	0	7	None	None
train	politico_2016-04-22_poll-trump-a-big-turnoff-for-flo	19	4b22	politico	2016-04-22	Daniel Ducassi	Poll: Trump a big turnoff for Florida Latino voters, including Cubans	17	3	None	None
train	politico_2016-04-22_virginia-governor-restores-votin	19	4e07	politico	2016-04-22	Nick Gass	Virginia governor restores voting rights to felons	0	1	None	None
train	politico_2016-05-05_paul-ryan-says-he-s-not-ready-to	8	4b22	politico	2016-05-05	Nolan D. McCaskill	Paul Ryan says he's not ready to support Trump	40	3	None	None
train	politico_2016-05-06_trump-rips-joe-scarborough	15	6b86	politico	2016-05-06	Nick Gass	Trump rips Joe Scarborough	6	0	None	None
train	politico_2016-05-09_kevin-mccarthy-signs-up-to-be-a-	2	6b86	politico	2016-05-09	Shane Goldmacher	Kevin McCarthy signs up to be a Trump delegate	8	0	None	None
train	politico_2016-05-11_clinton-i-support-d-c-statehood	5	6b86	politico	2016-05-11	Brianna Gurciullo	Clinton: I support D.C. statehood	4	4	None	None
train	politico_2016-05-12_the-trump-gop-feud-lives-on	8	6b86	politico	2016-05-12	Eli Stokols	The Trump-GOP feud lives on	30	1	None	None
train	politico_2016-05-19_exclusive-in-memo-to-congress-sa	19	4e07	politico	2016-05-19	Nahal Toosi	EXCLUSIVE: In memo to Congress, Saudis insist they’re fighting terror	1	1	None	None
train	politico_2016-05-22_mark-cuban-i-d-consider-a-future	12	ef2d	politico	2016-05-22	Matthew Nussbaum	Mark Cuban: I'd consider a future White House bid	3	2	None	None
train	politico_2016-05-23_sanders-pushes-dems-to-reject-pu	15	5fec	politico	2016-05-23	Seung Min Kim	Sanders pushes Dems to reject Puerto Rico debt deal	0	2	None	None
train	politico_2016-05-23_senate-candidates-stake-out-a-ra	9	4b22|4e07|5fec|6b86|d473|ef2d	politico	2016-05-23	Jessica Bakeman	Senate candidates stake out a range of positions on education issues	0	5	None	None
train	politico_2016-05-24_ken-starr-praises-laments-bill-c	2	4b22	politico	2016-05-24	Nick Gass	Ken Starr praises, laments Bill Clinton's legacy	3	8	None	None
train	politico_2016-05-26_clinton-goes-on-trump-style-phon	19	ef2d	politico	2016-05-26	Nolan D. McCaskill	Clinton goes on Trump-style phone spree to defend emails	6	13	None	None
train	politico_2016-05-26_poll-clinton-and-sanders-in-dead	12	4e07	politico	2016-05-26	Steven Shepard	Poll: Clinton and Sanders in dead heat in California	2	13	None	None
train	politico_2016-05-31_cruz-looks-to-ease-bad-blood-wit	5	5fec	politico	2016-05-31	Katie Glueck	Cruz looks to ease bad blood with GOP establishment	3	0	None	None
train	politico_2016-06-01_pga-tour-ditches-trump-golf-cour	15	4b22	politico	2016-06-01	Louis Nelson	PGA Tour ditches Trump golf course for Mexico	8	0	None	None
train	politico_2016-06-10_afl-cio-to-endorse-clinton	9	5fec	politico	2016-06-10	Brian Mahoney	AFL-CIO to endorse Clinton	5	9	None	None
train	politico_2016-06-13_terrorism-experts-rebuke-trump-p	12	5fec	politico	2016-06-13	Bryan Bender	Terrorism experts rebuke Trump proposal for more airstrikes	11	0	None	None
train	politico_2016-06-14_sanders-scripts-his-primary-seas	15	6b86	politico	2016-06-14	Gabriel Debenedetti	Sanders scripts his primary-season finale	5	11	None	None
train	politico_2016-06-21_sanders-anti-superdelegate-push-	12	d473	politico	2016-06-21	Burgess Everett	Sanders' anti-superdelegate push gains steam in Senate	3	6	None	None
train	politico_2016-06-22_trump-s-stumbles-fuel-convention	2	ef2d	politico	2016-06-22	Kyle Cheney	Trump's stumbles fuel convention delegate revolt	30	0	None	None
train	politico_2016-06-22_what-will-it-take-for-the-senate	15	ef2d	politico	2016-06-22	Burgess Everett	What will it take for the Senate to pass gun control?	1	0	None	None
train	politico_2016-06-24_nerdcast-was-firing-lewandowski-	19	6b86	politico	2016-06-24	Eli Stokols	2016 Nerdcast: Was firing Lewandowski the start of Trump’s reset?	2	1	None	None
train	politico_2016-07-02_sanders-california-supporters-ca	5	d473	politico	2016-07-02		Sanders’ California supporters can’t quite say goodbye	6	22	None	None
train	politico_2016-07-05_criminal-charges-against-clinton	2	4e07	politico	2016-07-05	Sarah Wheaton	Criminal charges against Clinton could have set new legal standard	3	17	None	None
train	politico_2016-07-05_report-walker-to-speak-at-republ	5	4b22	politico	2016-07-05		Report: Walker to speak at Republican National Convention	3	0	None	None
train	politico_2016-07-06_atlantic-city-officials-welcome-	9	ef2d	politico	2016-07-06	Katherine Landergan	Atlantic City officials welcome Trump-Clinton fight over their misfortune	19	15	None	None
train	politico_2016-07-06_lewandowski-fbi-director-acted-a	19	d473	politico	2016-07-06	Nick Gass	Lewandowski: FBI director acted as 'judge and jury' on Clinton	7	8	None	None
train	politico_2016-07-08_clinton-unleashes-democratic-dre	12	ef2d	politico	2016-07-08	Gabriel Debenedetti	Clinton unleashes Democratic dream team	15	22	None	None
train	politico_2016-07-11_gay-republicans-push-for-pro-lgb	19	5fec	politico	2016-07-11	Sarah Wheaton	Gay Republicans push for pro-LGBT language in platform	2	0	None	None
train	politico_2016-07-11_playbook-passes-the-torch	23	4b22	politico	2016-07-11	Glenn Thrush	Playbook passes the torch	1	0	None	None
train	politico_2016-07-11_republicans-ask-doj-to-investiga	5	4b22	politico	2016-07-11	Rachael Bade	Republicans ask DOJ to investigate Clinton for perjury	0	7	None	None
train	politico_2016-07-14_susan-brooks-planning-to-enter-i	2	d473	politico	2016-07-14	Kevin Robillard	Susan Brooks planning to enter Indiana governor contest	2	0	None	None
train	politico_2016-07-18_carson-on-why-young-black-men-sh	9	d473	politico	2016-07-18	Nick Gass	Carson on why young black men should vote Trump	2	0	None	None
train	politico_2016-07-22_rep-gwen-graham-slams-trump-prai	9	4b22	politico	2016-07-22	Daniel Ducassi	Rep. Gwen Graham slams Trump, praises Clinton as 'work horse, not show horse'	5	11	None	None
train	politico_2016-07-24_al-gore-to-skip-democratic-conve	15	d473	politico	2016-07-24	Darren Samuelsohn	Al Gore to skip Democratic convention	0	1	None	None
train	politico_2016-07-25_sarah-silverman-heckles-sanders-	2	5fec	politico	2016-07-25		Sarah Silverman heckles Sanders supporters: 'You're being ridiculous'	0	1	None	None
train	politico_2016-07-27_charter-supporters-make-their-ca	19	4b22	politico	2016-07-27	Lauren Dezenski	Charter supporters make their case to delegation	0	1	None	None
train	politico_2016-07-29_sex-lies-and-the-grayson-family-	12	4b22	politico	2016-07-29	Marc Caputo	Sex, 'lies' and the Grayson family drama	1	0	None	None
train	politico_2016-07-29_trump-clinton-should-have-congra	5	d473	politico	2016-07-29	Bianca Padró Ocasio	Trump: Clinton should have congratulated me for making history	4	3	None	None
train	politico_2016-08-08_how-newtown-gave-chris-murphy-a-	5	ef2d	politico	2016-08-08	Glenn Thrush	How Newtown gave Chris Murphy a mission	0	2	None	None
train	politico_2016-08-08_inside-the-swing-state-trench-wa	2	6b86	politico	2016-08-08	Darren Samuelsohn	Inside the swing-state trench warfare	26	11	None	None
train	politico_2016-08-11_pence-blames-media-for-trump-s-o	12	4e07	politico	2016-08-11	Matthew Nussbaum	Pence blames media for Trump's 'Obama founded ISIS' flap	10	5	None	None
train	politico_2016-08-17_ap-trump-chair-routed-ukrainian-	9	6b86	politico	2016-08-17		AP: Trump chair routed Ukrainian money to D.C. lobbyists	6	1	None	None
train	politico_2016-08-17_benghazi-mom-speechwriter-reveal	12	d473	politico	2016-08-17	Louis Nelson	Benghazi mom speechwriter reveals he might vote for Clinton	4	5	None	None
train	politico_2016-08-17_democrats-new-warning-leaks-coul	15	4b22	politico	2016-08-17	Cory Bennett	Democrats' new warning: Leaks could include Russian lies	0	6	None	None
train	politico_2016-08-23_top-senate-candidates-pointing-f	5	4e07	politico	2016-08-23	Matt Dixon	Top Senate candidates pointing fingers at 'poison pill' in House bill for failed Zika funding	1	0	None	None
train	politico_2016-08-26_obama-biden-to-campaign-for-clin	19	4b22	politico	2016-08-26	Nick Gass	Obama, Biden to campaign for Clinton in September	0	1	None	None
train	politico_2016-08-28_christie-doubles-down-on-trump-s	15	4e07	politico	2016-08-28	Isaac Arnsdorf	Christie doubles down on Trump's outreach to blacks	10	4	None	None
train	politico_2016-08-30_wasserman-schultz-survives-spiri	9	4e07	politico	2016-08-30	Elena Schneider	Wasserman Schultz survives spirited primary	0	3	None	None
train	politico_2016-08-31_hannity-ends-feud-with-rubio	19	ef2d	politico	2016-08-31	Nick Gass	Hannity ends feud with Rubio	1	0	None	None
train	politico_2016-09-01_debating-clinton-s-character	2	4b22	politico	2016-09-01	Glenn Thrush	Debating Clinton's character	33	42	None	None
train	usa-today_2015-11-09_carson-on-defense-attacking-crit	21	4b22	usa-today	2015-11-09	David Jackson, USA TODAY	Carson on defense, attacking critics as scrutiny heats up; Republican presidential candidate's biography questioned	1	1	None	None
train	usa-today_2015-11-20_campaign-cash-tied-to-turkish-gr	12	d473	usa-today	2015-11-20	Paul Singer, USA TODAY	Campaign cash tied to Turkish group; Sen. Kelly Ayotte returns $43,100 in questionable funds	0	1	None	None
train	usa-today_2015-11-20_carson-says-cut-regulations-nati	9	ef2d	usa-today	2015-11-20	Cameron Knight, The Cincinnati Enquirer	Carson says cut regulations, national debt to reduce poverty	0	1	None	None
train	usa-today_2015-11-20_cruz-channeling-strategy-he-used	5	4e07	usa-today	2015-11-20	Rick Jervis, @MrRJervis, USA TODAY	Cruz channeling strategy he used in 2012; Question is whether it will pay off on a bigger stage	0	1	None	None
train	usa-today_2015-11-23_trump-leads-pack-terrorism-a-top	2	ef2d	usa-today	2015-11-23	Gregory Korte,, Susan Page, and David Jackson	Trump leads pack; terrorism a top issue; Ahead by double digits over Carson	9	0	None	None
train	usa-today_2015-11-24_trump-card-for-census-roundup-bu	12	5fec	usa-today	2015-11-24	James Bovard	Trump card for Census roundup; Bureau illegally helped send Japanese Americans to WWII internment	4	0	None	None
train	usa-today_2015-11-25_carson-is-cratering-while-trump-	19	4b22	usa-today	2015-11-25	Paul Singer, USA TODAY	'Carson is cratering' while Trump rises on tough talk; Questions on Carson could be openings for Cruz and Rubio	7	0	None	None
train	usa-today_2015-11-27_super-pac-ad-attack-coming-iowa-	9	4e07	usa-today	2015-11-27	Fredreka Schouten, USA TODAY	Super PAC ad attack coming; Iowa, N.H. targeted for next two months	1	0	None	None
train	usa-today_2015-11-27_trump-s-isil-tone-belies-dovish-	16	6b86	usa-today	2015-11-27	Heidi M Przybyla, @HeidiPrzybyla, USA TODAY	Trump's ISIL tone belies dovish history on war; From hands off, to 'bomb the hell' out of the extremists	10	0	None	None
